article_title;birth_date;death_date;death_place;religion;death_cause;honorific_prefix;birth_name;parents;spouse;children;profession;alma_mater;birth_place;summary;wikiurl;relatives;image
Dewi Asmara;1961-06-29;;;;;;;;Permadi Soemarahatianto;;;"Universitas Indonesia
Universitas Padjadjaran";Jakarta, Indonesia;Hj. Dewi Asmara, S.H., M.H. (lahir 29 Juni 1961) adalah politikus Indonesia yang menjabat sebagai anggota DPR-RI selama empat periode (2004–2009, 2009–2014, 2014–2019, dan 2019–2024). Ia mewakili daerah pemilihan Jawa Barat IV, yang meliputi Kabupaten Sukabumi dan Kota Sukabumi. Dewi merupakan kader Partai Golongan Karya, ia duduk di Komisi IX.;https://id.wikipedia.org/wiki/Dewi_Asmara;;File:Anggota DPR Dewi Asmara.jpg
Bob Hasan;1931-02-24;2020-03-31;Jakarta;Islam;Kanker paru-paru;;The Kian Seng;;Pertiwi Hasan;;;;Semarang, Jawa Tengah, Hindia Belanda;"Mohammad ""Bob"" Hasan (24 Februari 1931 – 31 Maret 2020), adalah seorang pengusaha Indonesia, yang pernah menjabat sebagai Menteri Perindustrian dan Perdagangan Indonesia pada tahun 1998 dan kemudian dipenjara karena korupsi. Dia adalah salah satu kroni dari etnis Tionghoa-Indonesia paling terkemuka dari presiden Indonesia Soeharto yang lama menjabat dan dijuluki ""raja hutan"" karena bisnis kehutanannya. Hasan menjabat sebagai Ketua Persatuan Atletik Seluruh Indonesia (PASI) sejak September 1984 sampai kematiannya. Bob Hasan sejak kecil diasuh sebagai anak oleh Jenderal Gatot Subroto.";https://id.wikipedia.org/wiki/Bob_Hasan;;Bob Hasan.jpg
Fahri Hamzah;1971-11-10;;;;;;;;;;;Universitas Indonesia;Utan, Sumbawa, Nusa Tenggara Barat, Indonesia;H. Fahri Hamzah, S.E. (lahir 10 November 1971) adalah seorang politikus Indonesia dari Nusa Tenggara Barat yang pernah menjabat sebagai Wakil Ketua Dewan Perwakilan Rakyat periode 2014–2019.;https://id.wikipedia.org/wiki/Fahri_Hamzah;;File:KPU Fahri Hamzah.jpg
Bambang Soegeng;1913-10-31;1977-06-22;Jakarta;;;;;;"Sukemi
Istiyah";;Tentara;;Tegalrejo, Magelang, Jawa Tengah;Letnan Jenderal TNI (Purn.) Bambang Soegeng (ER: Bambang Sugeng) (31 Oktober 1913 – 22 Juni 1977) adalah seorang tokoh militer Indonesia dan pernah menjadi Kepala Staf TNI Angkatan Darat ke-3 yang menjabat dari tanggal 22 Desember 1952 hingga 8 Mei 1955.Selain berkarier di dunia militer, Bambang juga pernah menjabat sebagai Duta Besar Indonesia untuk Vatikan, Jepang, dan Brasil.;https://id.wikipedia.org/wiki/Bambang_Soegeng;;Djenderal Major Bambang Sugeng.png
Abdul Azis Saleh;1914-09-20;2001-04-03;Indonesia Jakarta, Indonesia;Islam;;;;;;;;;Belanda Boyolali, Jawa Tengah, Indonesia;Mayor Jenderal TNI (Purn.) Dr. dr. Abdul Azis Saleh (20 September 1914 – 3 April 2001) adalah dokter dan politikus Indonesia yang pernah 9 tahun menjabat sebagai menteri, sejak Kabinet Djuanda sampai Kabinet Dwikora I. Salah seorang penandatangan Petisi 50 ini menamatkan pendidikan kedokterannya di Geneeskunde Hogeschool (GHS) pada tahun 1942.;https://id.wikipedia.org/wiki/Abdul_Azis_Saleh;;Kol. Abdul Azis Saleh at Djuanda Cabinet, 1957.jpg
Indriyanto Seno Adji;1957-11-11;;;;;Prof. Dr.;;Oemar Seno Adji;;;;Universitas Indonesia;Jakarta, Indonesia;Prof. Dr. Indriyanto Seno Adji, S.H., M.H. (lahir 11 November 1957) adalah seorang akademisi dan pengacara dari Indonesia. Ia adalah guru besar dari Universitas Krisnadwipayana.;https://id.wikipedia.org/wiki/Indriyanto_Seno_Adji;;Indriyanto Seno Adji.gif
Mahfud MD;1957-05-13;;;;;;;"Mahmodin
Siti Khadijah";Zaizatun Nihajati;;;"Universitas Islam Indonesia
Universitas Gadjah Mada";Omben, Sampang, Indonesia;Prof. Dr. H. Mohammad Mahfud Mahmodin, S.H., S.U., M.I.P., dikenal dengan nama Mahfud MD1 (lahir 13 Mei 1957) adalah seorang akademikus, hakim, dan politikus berkebangsaan Indonesia. Ia mengawali kiprahnya di dunia akademisi sebagai dosen di Universitas Islam Indonesia, setahun setelah memperoleh gelar sarjana hukum dari universitas tersebut.Mahfud menjabat sebagai Menteri Koordinator Bidang Politik, Hukum, dan Keamanan dari 23 Oktober 2019 hingga 1 Februari 2024. Ia menjadi tokoh sipil pertama yang mengemban jabatan tersebut. Pada 18 Oktober 2023, ia secara resmi diusung oleh koalisi pimpinan PDI Perjuangan sebagai calon wakil presiden mendampingi Ganjar Pranowo dalam pemilihan presiden Indonesia 2024.;https://id.wikipedia.org/wiki/Mahfud_MD;;Mahfud MD, Candidate for Vice President of Indonesia 2024.jpg
Subagyo Hadi Siswoyo;1946-06-12;;;Islam;;;;;;Agus Isrok Mikroj;;Akademi Tentara Nasional Indonesia;Piyungan, Bantul, Yogyakarta, Republik Indonesia;Jenderal TNI (Purn.) Subagyo Hadi Siswoyo (lahir 12 Juni 1946) adalah salah satu tokoh militer Indonesia yang menjabat sebagai anggota Dewan Pertimbangan Presiden sejak 19 Januari 2015 hingga 20 Oktober 2019. Ia pernah menjadi Kepala Staf TNI Angkatan Darat periode 1998—1999. Ia adalah satu-satunya KSAD yang pernah menjabat dengan tiga Presiden Indonesia yang berbeda.;https://id.wikipedia.org/wiki/Subagyo_Hadi_Siswoyo;;Jenderal TNI Subagyo Hadi Siswoyo.jpg
Soedjono Djoened Poesponegoro;1908-06-14;1986-11-24;;;;;;;;;Dokter;"Geneeskundige Hoogeschool te Batavia
Universitas Leiden";Wiradesa, Pekalongan, Hindia Belanda;Prof. Dr. Raden Soedjono Djoened Poesponegoro adalah Menteri Urusan Research Nasional pertama dalam Kabinet Kerja III hingga Kabinet Dwikora I. Dia juga pernah menjadi Rektor Universitas Indonesia periode 1958 hingga 1962 dan Dekan Fakultas Kedokteran Universitas Indonesia.;https://id.wikipedia.org/wiki/Soedjono_Djoened_Poesponegoro;;Anggota Kabinet Dwikora - (bag. 7) - Soedjono Djoened Pusponegoro.jpg
Ismail Saleh;1926-09-07;2008-10-21;Jakarta, Indonesia;Islam;;;;;;;;;Sukolilo, Pati, Jawa Tengah, Hindia Belanda;Letnan Jenderal TNI (Purn.) Ismail Saleh, S.H. (7 September 1926 – 21 Oktober 2008) adalah Jaksa Agung Republik Indonesia untuk periode 1981 sampai 1984 dan Menteri Kehakiman pada masa Pemerintahan Soeharto pada 1984 sampai 1993.;https://id.wikipedia.org/wiki/Ismail_Saleh;;Ismail Saleh.jpg
Denny Indrayana;1972-12-11;;;;;;;;;;;;Kotabaru, Kalimantan Selatan, Indonesia;Prof. Dr. Denny Indrayana, S.H., LL.M., Ph.D.  (lahir 11 Desember 1972) adalah pakar hukum tata negara, aktivis antikorupsi, dan advokat berizin praktik di Indonesia dan Australia yang pernah menjadi Wakil Menteri Hukum dan Hak Asasi Manusia (2011-2014). Sebelumnya ia adalah Staf Khusus Presiden bidang Hukum (2008-2009), dan bidang Hukum, HAM, dan Pemberantasan KKN (2009-2011). Denny juga pernah menjadi Guru Besar Hukum Tata Negara Universitas Gadjah Mada (2010-2018), serta Profesor tamu di Melbourne University Law School, Australia (2016-2019). Dia juga merupakan salah satu pendiri Indonesian Court Monitoring dan Pusat Kajian Anti Korupsi Fakultas Hukum UGM.;https://id.wikipedia.org/wiki/Denny_Indrayana;;File:KPU Denny Indrayana.jpg
Harmoko;1939-02-07;2021-07-04;Rumah Sakit Pusat Angkatan Darat Gatot Soebroto, Jakarta, Indonesia;Islam;COVID-19;;;;Sri Romadhiyati;;Wartawan dan Politikus;;Patianrowo, Nganjuk, Jawa Timur, Hindia Belanda;Tan Sri H. Harmoko (7 Februari 1939 – 4 Juli 2021) adalah seorang politikus dan jurnalis Indonesia yang aktif pada masa Orde Baru. Ia menjabat sebagai Ketua Dewan Perwakilan Rakyat dari tahun 1997 sampai 1999, dan merupakan faktor mundurnya presiden Soeharto selama demonstrasi mahasiswa yang meluas yang terjadi pada akhir Orde Baru.;https://id.wikipedia.org/wiki/Harmoko;;Harmoko, The DPR-RI Stance on the Reform Process and the Resignation of President Soeharto, p39.jpg
Marzuki Darusman;1945-01-26;;;;;;;;;;;Universitas Katolik Parahyangan;Bogor, Jawa Barat, Indonesia;Marzuki Darusman, S.H. (lahir 26 Januari 1945) seorang pengacara Indonesia dan juru kampanye hak asasi manusia.  Setelah lima belas tahun menjadi anggota Dewan Perwakilan Rakyat dengan Partai Golkar, ia menjabat Jaksa Agung Republik Indonesia dari 1999 hingga 2001. Marzuki telah bertugas di beberapa komisi hak asasi manusia nasional dan internasional, dan pada Agustus 2010, ia menjadi direktur pendiri  Pusat Sumber Daya Hak Asasi Manusia untuk ASEAN.;https://id.wikipedia.org/wiki/Marzuki_Darusman;;File:United Nations' Independent International Fact-finding Mission on Myanmar chairperson Marzuki Darusman.jpg
Marzuki Alie;1955-11-06;;;;;;;;Asmawati;;;"Universitas Sriwijaya
Universiti Utara Malaysia";Palembang, Sumatera Selatan, Indonesia;Dr. H. Marzuki Alie, S.E., M.M. (lahir 6 November 1955) adalah politikus dan pengusaha Indonesia yang pernah menjabat sebagai Ketua Dewan Perwakilan Rakyat Republik Indonesia periode 2009–2014 dari Partai Demokrat. Selain itu, ia juga pernah menjabat sebagai Sekretaris Jenderal Partai Demokrat periode 2005–2010. Menjadi anggota Partai Demokrat hingga 2021, ia dikeluarkan dari partai selama perebutan kepemimpinan internal di dalam partai.Marzuki kehilangan kursi DKI Jakarta III pada pemilihan umum 2014 karena Demokrat tidak dapat memperoleh cukup suara untuk memenangkan satu kursi pun di daerah pemilihan tersebut.;https://id.wikipedia.org/wiki/Marzuki_Alie;;Marzuki Alie Official Portrait.jpg
Hadi Thayeb;1922-09-14;2014-01-10;Jakarta, Indonesia;Islam;;;;Teuku Chik Mohammad Thayeb;;Teuku Mohammad Hamzah Thayeb;Diplomat;;Peureulak, Aceh Timur, Aceh, Hindia Belanda;"Teuku Mohammad Hadi Thayeb (14 September 1922 – 10 Januari 2014) adalah putra Teuku Tjhik Haji Mohammad Thayeb, pejuang Indonesia dan uleebalang terakhir dari Peureulak, Aceh Timur, yang ""diasingkan” oleh Belanda dari Aceh. Hadi, anak ke-lima dari delapan bersaudara, mengikuti jejak ayahnya untuk mewujudkan impian kemerdekaan Indonesia.";https://id.wikipedia.org/wiki/Hadi_Thayeb;;Teuku Mohammad Hadi Thayeb.jpg
Soekardi;1920-02-28;2015-08-28;Jakarta, Indonesia;;;;;;R.A. Soekarti;;;;Praya, Hindia Belanda;Mayjen TNI (Purn.) R. Soekardi (28 Februari 1920 – 28 Agustus 2015) adalah seorang politikus Indonesia dan mantan perwira tinggi Tentara Nasional Indonesia Angkatan Darat yang pernah menjabat sebagai Wakil Ketua Dewan Perwakilan Rakyat merangkap Wakil Ketua Mejelis Permusyawaratan Rakyat dari Fraksi Karya Pembangunan pada tahun 1987 hingga 1992.;https://id.wikipedia.org/wiki/Soekardi;Theo L. Sambuaga;Leader of the Functional Development Fraction in the People's Representative Council R. Sukardi Parlementaria 16 April 1986 (cropped).jpg
Soerjadi Soedirdja;1938-10-11;2021-08-03;Jakarta, Indonesia;;;;;;Sri Soemarsih;;;Akademi Militer;Batavia, Hindia Belanda;"Jenderal TNI (HOR) (Purn.) Soerjadi Soedirdja (EYD: Suryadi Sudirja; 11 Oktober 1938 – 3 Agustus 2021) adalah salah satu tokoh militer dan politikus Indonesia. Surjadi Soedirdja juga menjabat Gubernur DKI Jakarta periode 1992–1997.";https://id.wikipedia.org/wiki/Soerjadi_Soedirdja;;KPN Soerjadi Soedirdja.png
Fatmawati;1923-02-05;1980-05-14;Kuala Lumpur, Malaysia;;;Hj.;;;Soekarno;"Guntur Soekarnoputra
Megawati Soekarnoputri
Rachmawati Soekarnoputri
Sukmawati Soekarnoputri
Guruh Soekarnoputra";;;Bengkulu, Hindia Belanda;Hj. Fatmawati Soekarno (5 Februari 1923 – 14 Mei 1980) adalah istri dari Presiden Indonesia pertama Soekarno. Ia menjadi Ibu Negara Indonesia pertama dari tahun 1945 hingga tahun 1967 dan merupakan istri ke-3 dari presiden pertama Indonesia yaitu Soekarno dan merupakan ibunda dari presiden kelima, Megawati Soekarnoputri. Ia juga dikenal akan jasanya dalam menjahit Bendera Pusaka Sang Saka Merah Putih yang turut dikibarkan pada saat upacara Proklamasi Kemerdekaan Indonesia di Jakarta pada tanggal 17 Agustus 1945.;https://id.wikipedia.org/wiki/Fatmawati;;Fatmawati Soekarno.jpeg
Sarwo Edhie Wibowo;1925-07-25;1989-11-09;Indonesia Jakarta, Indonesia;;;;;;Sunarti Sri Hadiyah;"Wijiasih Cahyasasi
Wrahasti Cendrawasih
Kristiani Herrawati
Mastuti Rahayu
Pramono Edhie Wibowo
Retno Cahyaningtyas
Hartanto Edhie Wibowo";;;Hindia Belanda Pangenjuru, Purworejo, Jawa Tengah, Hindia Belanda;Letnan Jenderal TNI (Purn.) Sarwo Edhie Wibowo (25 Juli 1925 – 9 November 1989) adalah seorang tokoh militer Indonesia. Ia adalah ayah dari Kristiani Herrawati, ibu negara Republik Indonesia, yang merupakan istri dari Presiden ke-6 Republik Indonesia, Susilo Bambang Yudhoyono. Ia juga ayah dari mantan KSAD, Pramono Edhie Wibowo. Ia memiliki peran yang sangat besar dalam penumpasan Pemberontakan Gerakan 30 September dalam posisinya sebagai panglima RPKAD (atau disebut Kopassus pada saat ini). Selain itu ia pernah menjabat juga sebagai Ketua BP-7 Pusat, Duta besar Indonesia untuk Korea Selatan serta menjadi Gubernur Akademi Tentara Nasional Indonesia.;https://id.wikipedia.org/wiki/Sarwo_Edhie_Wibowo;;Sarwo Edhie Wibowo, Irian Barat dari Masa ke Masa, p155-156.jpg
Mar'ie Muhammad;1939-04-03;2016-12-11;Jakarta, DKI Jakarta;Islam;;;;;;;;;Surabaya, Jawa Timur, Hindia Belanda;Dr. H. Mar'ie Muhammad, M.Si. (3 April 1939 – 11 Desember 2016) adalah mantan Menteri Keuangan pada periode Orde Baru. Ia diberi gelar Mr. Clean karena perjuangannya memberantas korupsi pada era-nya yang masih sarat dengan korupsi.;https://id.wikipedia.org/wiki/Mar%27ie_Muhammad;;Sixth Development Cabinet Poster (Mar'ie Muhammad).jpg
Mervin Sadipun Komber;1980-06-20;;;;;;;;;;;"Universitas Cenderawasih
Universitas Trisakti";Indonesia Fakfak, Papua Barat;Dr. Ir. Mervin S Komber (lahir 20 Juni 1980) adalah seorang politisi Indonesia. Ia merupakan Anggota DPD RI mewakili provinsi Papua Barat selama periode 2009–2014 dan 2014–2019, dimana ia menjabat sebagai Ketua Badan Kehormatan sejak Agustus 2017;https://id.wikipedia.org/wiki/Mervin_Sadipun_Komber;;Mervin Sadipun Komber.jpg
Daryatmo;1925-06-18;1992-12-06;Jakarta;Islam;;;;;;;;;Surakarta, Jawa Tengah, Indonesia;Jenderal TNI (Purn.) Daryatmo, juga dieja Darjatmo (18 Juni 1925 – 6 Desember 1992) adalah tokoh militer Indonesia dan Ketua DPR/MPR periode 1978—1982.;https://id.wikipedia.org/wiki/Daryatmo;;Daryatmo.png
Jusuf Wibisono;1909-02-28;1982-06-15;Surabaya, Jawa Timur, Indonesia;Islam;;;;;;;;Rechtscoogeschool te Batavia;Magelang, Keresidenan Kedu, Hindia Belanda;Jusuf Wibisono (28 Februari 1909 – 15 Juni 1982) adalah pejabat pemerintahan Indonesia. Dia pernah menjabat sebagai Wakil Menteri Kemakmuran pada Kabinet Sjahrir III, Menteri Keuangan pada Kabinet Sukiman-Suwirjo dan dipercayakan menjabat dengan posisi yang sama pada Kabinet Ali Sastroamidjojo II.;https://id.wikipedia.org/wiki/Jusuf_Wibisono;;Jusuf wibisono.jpg
Filomeno Hornay;1960-01-01;;;Katolik;;;;;Maria I. Alice Assis;"Priscilla Hornay
Salatiel Hornay
Jason Hornay
Fenella Hornay
Letitia Hornay";Pensiunan PNS;Lincoln University, New Zealand;Portugis Fohorem, Cova Lima, Timor Portugis;Ir. Filomeno de Jesus Hornay, M. Agr.Sc. (lahir 1 Januari 1960) adalah seorang pemerhati bidang politik, sosial dan pertanian kelahiran Timor Leste (Timor Timur) yang saat ini berdomisili di Kupang, Nusa Tenggara Timur, Indonesia. Filomeno mulai dikenal setelah aktif menjadi aktivis pro-otonomi pada masa jajak pendapat di Timor Timur (Timtim) pada tahun 1999 yang hasilnya memutuskan berpisahnya Timor Timur dari Indonesia. Pada masa tersebut, Filomeno berperan sebagai juru bicara FPDK (Forum Persatuan Demokrasi dan Keadilan) yang merupakan forum perkumpulan kaum intelektual Timtim yang bertujuan untuk menyamakan persepsi dan visi seluruh rakyat Timtim. Keanggotaan organisasi ini sebagian besar sarjana. Bersama beberapa tokoh, Filomeno mengupayakan dukungan agar Timtim tetap menjadi bagian dari Indonesia serta menggalang upaya perdamaian pasca Timtim dinyatakan merdeka pada bulan Agustus 1999. Saat ini ia telah pensiun dari pegawai negri sipil dengan jabatan terakhir sebagai sekretaris dinas pertanian kabupaten Belu. Filomeno saat ini masih bergabung dalam organisasi Uni Timor Aswain (UNTAS) yang merupakan sebuah forum dan wadah netral yang menangani berbagai persoalan warga indonesia kelahiran Timtim terutama penuntasan pengungsi yang selama ini masih menjadi persoalan. Beliau pun turut serta menangani persoalan para pejuang dan veteran serta aset yang ditinggalkan warga Indonesia kelahiran Timtim di Timor Leste.;https://id.wikipedia.org/wiki/Filomeno_Hornay;;
Siswondo Parman;1918-08-04;1965-10-01;Lubang Buaya, Jakarta;;Terbunuh pada peristiwa Gerakan 30 September;;;;Sumirahaju;Ali Ebram;;;Wonosobo, Hindia Belanda;Letnan Jenderal TNI (Anumerta) Siswondo Parman (4 Agustus 1918 – 1 Oktober 1965) adalah salah satu pahlawan revolusi Indonesia dan tokoh militer Indonesia. Ia meninggal dibunuh pada peristiwa Gerakan 30 September dan mendapatkan gelar Letnan Jenderal Anumerta. Ia dimakamkan di TMP Kalibata, Jakarta.;https://id.wikipedia.org/wiki/Siswondo_Parman;Sakirman;S_Parman.jpg
Bernardus Sugiarta Muljana;1931-03-03;2014-09-15;Jakarta, DKI Jakarta, Indonesia;Katolik;;;;;;;;Universitas Indonesia;Yogyakarta, DI Yogyakarta, Hindia Belanda;Prof. DR Bernardus Sugiharta Muljana (3 Maret 1931 – 15 September 2014) adalah Menteri Muda Perencanaan Pembangunan Nasional yang menjabat pada 23 Maret 1988 hingga 11 Maret 1993.;https://id.wikipedia.org/wiki/Bernardus_Sugiarta_Muljana;;Bernardus Sugiarta Muljana - Fifth Development Cabinet.jpg
Roesmin Noerjadin;1930-05-31;1994-09-08;Kota Bandung, Jawa Barat, Indonesia;Islam;;;;;;;;Akademi Angkatan Udara;Keresidenan Malang, Jawa Timur, Hindia Belanda;Marsekal TNI (Purn.) Roesmin Noerjadin (EYD: Rusmin Nuryadin) (31 Mei 1930 – 8 September 1994) adalah Kepala Staf TNI Angkatan Udara dari 31 Maret 1966 hingga 10 November 1969. Ia juga pernah menjabat sebagai Menteri Perhubungan.;https://id.wikipedia.org/wiki/Roesmin_Noerjadin;;Rusmin nurjadin PYO.jpg
Justika Baharsjah;1937-05-07;;;;;;;;Sjarifuddin Baharsjah;;;"Institut Pertanian Bogor
Universitas Kentucky
Universitas Cornell";Cianjur, Keresidenan Priangan, Hindia Belanda;Prof. Dr. Hj. Justika Baharsjah (lahir 7 Mei 1937) adalah seorang akademikus, aktivis pertanian dan mantan menteri Indonesia. Ia pernah menjabat Menteri Pertanian pada Kabinet Pembangunan VII dan Menteri Sosial pada Kabinet Reformasi Pembangunan Justika juga dikenal sebagai seorang akademisi yang mengajar di Institut Pertanian Bogor. Sebagai seorang aktivis, Justika aktif di beberapa organisasi, di antaranya sebagai Ketua Umum Perhimpunan Ahli Meteorologis Pertanian serta Independent Chairman (Ketua Badan Pengawas) di Food and Agriculture Organisation (FAO).;https://id.wikipedia.org/wiki/Justika_Baharsjah;;Justika B dalam Menteri Perempuan dalam Kabinet Pembangunan VII (cropped).jpeg
T.B. Simatupang;1920-01-28;1990-01-01;Jakarta, Indonesia;Kristen Protestan;;;;"Simon Simatupang
Mina br. Sibuea";Sumarti Budiardjo;;;KNIL;Sidikalang, Bataklanden, Keresidenan Tapanuli, Hindia Belanda;"Letnan Jenderal TNI (Purn.) Tahi Bonar Simatupang (disingkat sebagai T.B. Simatupang; 28 Januari 1920 – 1 Januari 1990) adalah seorang tokoh militer dan tokoh Gereja di Indonesia.";https://id.wikipedia.org/wiki/T.B._Simatupang;;"Kolonel Simatoepang Chef-staf van de TNI, uitgever van de order ""staakt het vure…, Bestanddeelnr 344030 010.jpg"
Soeweno;1929-06-06;1998-11-19;Jakarta, Indonesia;;;;;;Endang Kusuma Inten Soeweno;;Tentara;;Pacitan, Hindia Belanda;Letjen TNI (Purn.) Soeweno (6 Juni 1929 – 19 November 1998) adalah seorang mantan perwira tinggi Tentara Nasional Indonesia Angkatan Darat yang pernah menjabat sebagai Panglima Komando Cadangan Strategis Angkatan Darat dari tahun 1983 hingga 1986 dan Panglima Komando Daerah Militer XVI/Udayana pada 1976 sampai 1978.;https://id.wikipedia.org/wiki/Soeweno;;Soeweno_as_Assistant_for_Operations_to_the_Army_Chief_of_Staff.jpg
Albert Mangaratua Tambunan;1911-09-25;1970-12-12;Jakarta;Kristen;;;;;;;;;Tarutung, Bataklanden, Keresidenan Tapanuli;Albert Mangaratua Tambunan (25 September 1911 – 12 Desember 1970) adalah mantan Menteri Sosial Republik Indonesia sejak 28 Juli 1966 hingga akhir hayatnya 12 Desember 1970. Dia menjabat dalam tiga kabinet, Kabinet Ampera I (1966-1967), Kabinet Ampera II (1967-1968), dan Kabinet Pembangunan I (1968-1970). Saat menjabat sebagai Menteri Sosial, ia memiliki gagasan untuk membangun lembaga asuransi jaminan hari tua untuk seluruh rakyat Indonesia.;https://id.wikipedia.org/wiki/Albert_Mangaratua_Tambunan;;Albert Mangaratua Tambunan.jpg
Iwa Koesoemasoemantri;1899-05-31;1971-11-27;Jakarta, Indonesia;;;;;;;;;;Belanda Ciamis, Hindia Belanda;"Prof. R. Iwa Koesoemasoemantri, S.H., (Sunda: ᮄᮝ ᮊᮥᮞᮥᮙᮞᮥᮙᮔ᮪ᮒᮢᮤ, Latin:  Iwa Kusumasumantri; 31 Mei 1899 – 27 November 1971) atau Iwa Kusumasumantri (Ejaan Soewandi), adalah seorang politikus Indonesia. Iwa lulus dari sekolah hukum di Hindia Belanda (sekarang Indonesia) dan Belanda sebelum menghabiskan waktu di sebuah sekolah di Uni Soviet.";https://id.wikipedia.org/wiki/Iwa_Koesoemasoemantri;;Iwa Kusumasumantri, Kami Perkenalkan (1954), p21.jpg
Soedjarwo;1922-04-15;2004-01-12;Singapura Singapura;;;;;;;;;;Wonogiri, Jawa Tengah, Indonesia;Soedjarwo (15 April 1922 – 12 Januari 2004) adalah Menteri Kehutanan Indonesia pada periode 1964 hingga 1966 dan 1983 hingga 1988. Ia menjadi Menteri Kehutanan pertama pada masa Kabinet Dwikora I hingga Kabinet Dwikora III pada masa pemerintahan Presiden Soekarno.;https://id.wikipedia.org/wiki/Soedjarwo;;Soedjarwo.gif
