title,jenis_infobox,infobox
Arie Jeffry Kumaat,infobox officeholder,"{{Infobox Officeholder
| honorific-prefix    = [[Letnan Jenderal]] [[TNI]] ([[Purnawirawan|Purn]])
| name                = {{PAGENAME}}
| image               = File:Letnan Jenderal Arie Jeffry Kumaat.jpg
| caption             = 
| order               = 
| office              = [[Daftar Kepala Badan Intelijen Negara|Kepala Badan Koordinasi Intelijen Negara]] Ke-10
| term_start          = [[1999]]
| term_end            = [[2001]]
| president           = [[Abdurrahman Wahid]]
| succeeding          = 
| predecessor         = [[Z.A. Maulani]]
| successor           = [[A.M. Hendropriyono]]
| birth_date          = {{birth date|1944|5|20}}
| birth_place         = [[Lansot, Tareran, Minahasa Selatan]], [[Sulawesi Utara]]
| death_date          = {{death date and age|2002|1|13|1944|5|20}}
| death_place         = [[Daerah Khusus Ibukota Jakarta|Jakarta]]
| allegiance          = {{flag|Indonesia}}
| serviceyears        = 1966—1999
| servicenumber       = 20722
| rank                = [[File:21-TNI Army-LG.svg|25px]] [[Letnan Jenderal]] [[TNI]]
| branch              = [[Berkas:Insignia of the Indonesian Army.svg|25px]] [[TNI Angkatan Darat]]
| unit                = [[Infanteri]]
| battles             = 
| mawards             = [[Adhi Makayasa]] (1966)
| laterwork           = 
| party               = 
| relations           = [[Gustaf Hendrik Mantik|Letjen TNI G.H. Mantik]] (Ayah Mertua)
| spouse              = Ny. Dr. Maria Josephine Kumaat-Mantik, M.Hum
| children            = Henrie August Liddell Kumaat
| residence           = 
| alma_mater          = 
| occupation          = [[Tentara]]
| signature           = Sign Letjen TNI (Purn) Arie J. Kumaat.png
}}"
Puteri Indonesia 1996,,
Tabrakan KRL Jabotabek Ratujaya 1993,"infobox rail accident
<!-- disembunyikan sebagai komentar: |image = kecelakaan_kereta_api_ratu_jaya.jpg 
|caption = gerbong kecelakaan kereta api ratu jaya-->","{{Infobox rail accident
<!-- Disembunyikan sebagai komentar: |image = Kecelakaan_Kereta_Api_Ratu_Jaya.jpg 
|caption = Gerbong Kecelakaan Kereta Api Ratu Jaya-->
|date = {{Start date and age|1993|11|2}}
|time = 07.25 WIB
|location = [[Kabupaten Bogor|Kota Administratif Depok]]
|country = [[Indonesia]]
|line = [[Jalur kereta api Manggarai–Padalarang|Manggarai–Padalarang]]
|operator = [[Perusahaan Umum Kereta Api]]
|type = Tabrakan langsung
|cause = Miskomunikasi antar-[[PPKA]]
|trains = 2
|pax = 
|deaths = 20
|injuries = ± 100
|crew = 
}}"
Gempa bumi Bali 1976,infobox earthquake,"{{Infobox earthquake
|title              = Gempa bumi Bali 1976<br>''Linuh Bali 1976''
|timestamp          = 1976-07-14 07:13:24
|anss-url           = usp0000hbg
|isc-event          = 711163
|image              = COLLECTIE TROPENMUSEUM Hindoeïstische tempel op Buleleng Bali TMnr 60022107.jpg
|image alt          =
|caption       = Sebuah Pura di [[Buleleng]] rusak parah
|map                =
|map alt            =
|image name         =
|map2               = {{Location map | Indonesia Bali
 | label=
 | lat=-8.227
 | long=114.775
 | mark=Bullseye1.png
 | marksize=60
 | position=top
 | width= 250
 | float=right
 | caption=}}
|mapsize            =
|caption            =
|local-date         = {{Start date|1976|07|14}}
|local-time         = 15:13 [[Waktu Indonesia Timur|WITA]]
|duration           =
|magnitude          = 6.5 [[Skala kekuatan Moment|M<sub>w</sub>]]<ref name=""NGDC"">{{cite web|url=http://www.ngdc.noaa.gov/nndc/struts/results?eq_0=4731&t=101650&s=13&d=22,26,13,12&nd=display|title=Significant Earthquake|last=National Geophysical Data Center|author-link=National Geophysical Data Center|accessdate=12 June 2015|archive-date=2020-08-28|archive-url=https://web.archive.org/web/20200828114505/https://www.ngdc.noaa.gov/nndc/struts/results?eq_0=4731&t=101650&s=13&d=22,26,13,12&nd=display|dead-url=no}}</ref>
|depth              = {{convert|25,4|km|mi|0|abbr=on}}<ref>{{cite web|author1=USGS|title=ShakeMap Atlas (Version 1.0) – 1976-07-14-0713|url=https://earthquake.usgs.gov/earthquakes/shakemap/atlas/shake/197607140713/|publisher=[[United States Geological Survey]]|accessdate=12 June 2015|date=November 8, 2008|archive-date=2023-02-15|archive-url=https://web.archive.org/web/20230215024856/https://earthquake.usgs.gov/earthquakes/shakemap/atlas/shake/197607140713/|dead-url=no}}</ref>
|location           = {{coord|-8.227|114.775|region:ID_type:event|display=inline,title}}<ref name=""Utsu"">{{cite web|url=http://iisee.kenken.go.jp/utsu/index_eng.html|title=Catalog of Damaging Earthquakes in the World (Through 2009)|last=Utsu|first=T.|publisher=International Institute of Seismology and Earthquake Engineering|accessdate=10 November 2012|archive-date=2010-03-06|archive-url=https://web.archive.org/web/20100306180217/http://iisee.kenken.go.jp/utsu/index_eng.html|dead-url=no}}</ref>
|type               =
|countries affected = [[Bali]], [[Indonesia]]
|damage             = [[US$]]195 Miliar
|intensity          = {{MMI|IX}}
|PGA                = <!-- NN''[[Peak ground acceleration|g]]'' -->
|landslide          = Banyak
|casualties         = 573 tewas <br> 4,750+ luka
}}"
Indonesia dalam tahun 1975,,
Festival Film Indonesia 1982,infobox film awards,"{{Infobox film awards
| number          = 13
| award           = Festival Film Indonesia
| image           = Dance performance at 1982 Indonesian Film Festival, Festival Film Indonesia (1982), 1983, front cover.jpg
| alt             = 
| caption         = Pembukaan Festival Film Indonesia 1982, Jakarta
| date            = 9-14 Agustus 1982
| site            = [[Jakarta]]
| host            = 
| preshow         = 
| producer         = 
| director         = 
| best_film        = ''[[Serangan Fajar]]''
| most_wins        = ''[[Serangan Fajar]]'' (5)
| network          = [[TVRI (saluran televisi)|TVRI]]
| most_nominations =
| duration         = 
| ratings          =
| last             = [[Festival Film Indonesia 1981|1981]]
| next             = [[Festival Film Indonesia 1983|1983]]
}}"
Slamet Bratanata,infobox officeholder,"{{Infobox Officeholder
|honorific-prefix = 
|name             = {{PAGENAME}}
|image            = Menteri Pertambangan Bratanata.jpg
|imagesize        = 130px
|caption          = 
|office           = Menteri Pertambangan Indonesia
|order            = ke-4
|term_start       = 25 Juli 1966
|term_end         = 17 Oktober 1967
|president        = [[Soekarno]]
|predecessor      = [[Ibnu Sutowo]]
|successor        = [[Sumantri Brodjonegoro]]
|birth_date       = {{birth date|1928|02|28}}
|birth_place      = [[Surakarta]]
|death_date       = {{death date and age|1992|06|12|1928|02|28}}
|death_place      =  [[Jakarta]], [[Indonesia]]
|party            = 
|spouse           = 
|children         = 
|residence        = 
|alma_mater       = 
|occupation       = 
|religion         = 
}}"
Puteri Indonesia 1976,,
Garuda Indonesia Penerbangan 035,infobox airliner accident,"{{Infobox Airliner accident
|name    = Garuda Indonesia Penerbangan 035
|image   = Garuda McDonnell Douglas DC-9-32 Wallner.jpg
|caption = 
|date    = 4 April 1987
|type    = Jatuh pada saat pendekatan dalam cuaca buruk
|occurrence_type =  Accident
|site    = [[Bandar Udara Internasional Polonia]], [[Indonesia]]
|coords  = 
|aircraft_type = [[McDonnell Douglas DC-9|Douglas DC-9-32]]
|aircraft_name = 
|operator      = [[Garuda Indonesia]]
|tail_number   = PK-GNQ
|origin        = [[Banda Aceh]], [[Indonesia]]
|stopover      = 
|stopover0     = 
|stopover1     = 
|stopover2     = 
|stopover3     = 
|last_stopover = 
|destination   = [[Bandar Udara Internasional Polonia]], Indonesia
|passengers    = 37
|crew          = 8
|injuries      = 22
|fatalities    = 23
|survivors     = 22
}}"
Ali Wardhana,infobox officeholder,"{{Infobox Officeholder
| honorific-prefix    = <small>[[Profesor|Prof]]. [[Doktor|Dr]].</small>
| name                = Ali Wardhana
| image               = Ali wardhana.jpg
| imagesize           = 
| caption             = 
| office              = Menteri Koordinator Bidang Ekonomi, Keuangan, Industri dan Pengawasan Pembangunan Republik Indonesia{{!}}Menteri Koordinator Bidang Ekonomi, Keuangan, Industri dan Pengawasan Pembangunan
| order               = ke-3
| term_start          = 19 Maret 1983
| term_end            = 23 Maret 1988
| president           = [[Soeharto]]
| predecessor         = [[Widjojo Nitisastro]]
| successor           = [[Radius Prawiro]]
| office2             = Menteri Keuangan Indonesia
| order2              = ke-15
| term_start2         = 6 Juni 1968
| term_end2           = 19 Maret 1983
| president2          = Soeharto
| predecessor2        = [[Frans Seda]]
| successor2          = Radius Prawiro
| birth_date          = {{birth date|1928|5|6}}
| birth_place         = [[Kota Surakarta|Surakarta]], [[Jawa Tengah]], [[Hindia Belanda]]
| death_date          = {{death date and age|2015|9|14|1928|5|6}}
| death_place         = [[Jakarta]], [[Indonesia]]
| party               = [[Partai Golongan Karya|Golongan Karya]]
| spouse              = Rendasih binti Sulaeman Sukantabrata
| children            = 4
| residence           = [[Karet Kuningan, Jakarta Selatan]]
| relatives           = [[Ali Sastroamidjojo]] (paman)
[[Robertus Sanyoto]] (adek keponakan)
| alma_mater          = 
| occupation          = Ekonom <br/> Penasehat Perekonomian
| religion            = [[Islam]]
}}"
Soemitro Djojohadikoesoemo,infobox officeholder,"{{Infobox Officeholder
| honorific-prefix    = [[Darjah Yang Mulia Pangkuan Negara|Tan Sri]]
| name                = {{PAGENAME}}
| image               = Sumitro Djojohadikusumo, Pekan Buku Indonesia 1954, p240.jpg
| imagesize           = 
| caption             = Sumitro pada 1954
| office              = Menteri Negara Riset Indonesia
| order               = ke-3
| term_start          = 28 Maret 1973
| term_end            = 28 Maret 1978
| president           = [[Soeharto]]
| predecessor         = Suhadi Reksowardojo (1966){{efn|Sebagai Menteri Lembaga Research Nasional}}
| successor           = [[B. J. Habibie]]{{efn|Sebagai Menteri Negara Riset dan Teknologi}}
| office1             = Menteri Keuangan Indonesia
| order1              = ke-8
| term_start1         = 12 Agustus 1955
| term_end1           = 24 Maret 1956
| president1          = [[Soekarno]]
| primeminister1      = [[Burhanuddin Harahap]]
| predecessor1        = [[Ong Eng Die]]
| successor1          = [[Jusuf Wibisono]]
| term_start2         = 3 April 1952
| term_end2           = 30 Juli 1953
| president2          = [[Soekarno]]
| primeminister2      = [[Wilopo]]
| predecessor2        = [[Jusuf Wibisono]]
| successor2          = [[Ong Eng Die]]
| office3             = Menteri Perdagangan Indonesia
| order3              = ke-7
| term_start3         = 6 Juni 1968
| term_end3           = 28 Maret 1973
| president3          = [[Soeharto]]
| predecessor3        = [[M. Jusuf]]
| successor3          = [[Radius Prawiro]]
| term_start4         = 6 September 1950
| term_end4           = 27 April 1951{{efn|Sebagai Menteri Perdagangan dan Perindustrian}}
| president4          = [[Soekarno]]
| primeminister4      = [[Mohammad Natsir]]
| predecessor4        = [[Tandiono Manu]]
| successor4          = [[Sujono Hadinoto]]
| birth_date          = {{birth date|1917|5|29}}
| birth_place         = [[Kebumen]], [[Hindia Belanda]]
| death_date          = {{death date and age|2001|3|9|1917|5|29}}
| death_place         = [[Jakarta]], [[Indonesia]]
| spouse              = [[Dora Marie Sigar]]
| children            = Biantiningsih Miderawati Djiwandono<br />Marjani Ekowati Lemaistre<br />[[Prabowo Subianto]] <br /> [[Hashim Djojohadikusumo]]
| residence           = 
| alma_mater          = [[Universitas Sorbonne]]<br/>[[Universitas Erasmus Rotterdam|Sekolah Tinggi Ekonomi Belanda]]
| occupation          = Ekonom, politikus
| party               = [[Partai Sosialis Indonesia]] (1955–1960)
| signature           = Signature of Sumitro Djojohadikusumo.png
| signature_size      = 160px
| signature_alt       = Tanda tangan Sumitro Djojohadikusumo
| relations           = [[Soeharto]]<br>(besan)<br>[[Siti Hediati Hariyadi|Titiek Soeharto]]<br>(menantu)
| parents             = [[Margono Djojohadikoesoemo]]<br>(ayah)<br>Siti Katoemi Wirodihardjo<br>(ibu)
}}"
Piagam 21 Agustus 1981,,
Peristiwa Gejayan,,
Peristiwa Kanigoro,,
Harsono Tjokroaminoto,infobox officeholder,"{{Infobox Officeholder
|honorific-prefix = 
|name = {{PAGENAME}}
|image = Harsono Tjokroaminoto, Pekan Buku Indonesia 1954, p247.jpg
|imagesize          = 
|caption            = 
|ambassador_from   = Indonesia
|country           = Swiss
|term_start        = [[Maret]] [[1972]]
|term_end          = [[Maret]] [[1975]]
|president          =[[Soeharto]]
|predecessor        = Mappa Oudang
|successor          = Tjokorde Ngurah Will Sukawati
|office1             = Menteri Negara Bidang Penyempurnaan dan Pembersihan Aparatur Negara Indonesia
|order1              =ke-1
|term_start1         = 10 Juni 1968
|term_end1           = 11 September 1971
|president1          =[[Soeharto]]
|predecessor1        = ''Tidak Ada''
|successor1          = [[Emil Salim]]
|office2            = Wakil Perdana Menteri Indonesia
|order2             = ke-9
|premier2           = [[Burhanuddin Harahap]]
|co-leader2         = [[Djanoe Ismadi]]
|term_start2        = 12 Agustus 1955
|term_end2          = 24 Maret 1956
|succeeding2        = 
|president2         = [[Soekarno]]
|predecessor2       = [[Zainul Arifin]]<br/>[[Wongsonegoro]]
|successor2         = [[Mohamad Roem]]<br /> [[Idham Chalid]]
|birth_date = {{birth date|1912|4|24}}
|birth_place = [[Madiun]], [[Hindia Belanda]]
|death_date = {{death date and age|1992|4|22|1912|4|24}}
|death_place = [[Jakarta]], [[Indonesia]]
|party = [[Partai Syarikat Islam Indonesia|PSII]]
|father = [[Oemar Said Tjokroaminoto|H.O.S. Tjokroaminoto]]
|relatives =  {{unbulleted list|[[Siti Oetari]] (kakak)|[[Anwar Tjokroaminoto]] (kakak)}} <br> [[Mohamad Suleman Hidayat| M.S. Hidayat]] (menantu)
|spouse = 
|children = 
|residence = 
|alma_mater = 
|occupation = 
}}"
Rachmat Saleh,infobox officeholder,"{{Infobox Officeholder
|name               = {{PAGENAME}}
|image              = Rachmat Saleh.jpg
|imagesize          =
|caption            = Rachmat pada 1986
|office             = Menteri Perdagangan Indonesia
|order              = ke-21
|term_start         = 19 Maret 1983
|term_end           = 21 Maret 1988
|president          = [[Soeharto]]
|predecessor        = [[Radius Prawiro]]
|successor          = [[Arifin Siregar]]
|office1            = Gubernur Bank Indonesia
|order1             = ke-7
|term_start1        = 5 April 1973
|term_end1          = 16 Maret 1983
|president1         = Soeharto
|predecessor1       = Radius Prawiro
|successor1         = Arifin Siregar
|birth_date         = {{Birth date|1930|5|1}}
|birth_place        = [[Surabaya]], [[Jawa Timur]], [[Hindia Belanda]]
|death_date         = {{Death date and age|2018|2|11|1930|5|1}}
|death_place        = [[Jakarta]], [[Indonesia]]
|nationality        = Indonesia
|party              = 
|spouse             = 
|relations          = 
|children           = 
|alma_mater         = [[Universitas Indonesia]]
|occupation         = 
|profession         = {{hlist|Ekonom|Politikus}}
|religion           = [[Islam]]
|signature          = Sign Rachmat Saleh (Gubernur BI).png
|website            = 
|footnotes          = 
}}"
Kelompok Antarpemerintah bagi Indonesia,,
Pembantaian di rumah Manuel Carrascalão,,
Templat:Bencana di Indonesia tahun 1950-an,,
Tragedi Relawan LSM RATA,infobox news event,"{{Infobox news event
| date              = [[6 Desember]] [[2000]]
| time              = 
| place             = [[Blang Mangat, Lhokseumawe]], [[Indonesia]]
| reported deaths = 3
| reported missing = -
| reported injuries = -
}}"
Pertempuran Laut Aru,infobox military conflict,"{{Infobox Military Conflict
|conflict=Pertempuran Laut Aru
|partof=[[Operasi Trikora]]
|image=[[Berkas:RI-Macan-Tutul 01.jpg|300px|RI Matjan Tutul]]
|caption=RI Matjan Tutul (650)
|date= [[15 Januari]] [[1962]]
|place=[[Laut Arafura]], [[Indonesia]]
|casus=
|territory=
|result=Kemenangan Belanda 
*RI Matjan Tutul tenggelam, 2 lainnya berhasil selamat 
|combatant1={{negaranama|Indonesia}}
|combatant2={{negaranama|Belanda}}
|commander1=[[Yos Sudarso|Komodor Yos Sudarso]]{{KIA}}{{br}}[[Sudomo|Kolonel Sudomo]]{{POW}}<br>[[Kapten Wiratno]]{{KIA}}<br>Kapten Tjiptadi{{KIA}}<br>[[Kapten Memet Sastrawiria]] {{KIA}}
|commander2= tidak diketahui
|strength1=[[RI Matjan Tutul (650)|RI Matjan Tutul]] (Tenggelam) {{br}}[[RI Matjan Kumbang (653)|RI Matjan Kumbang]](Rusak) {{br}}[[RI Harimau (654)|RI Harimau]](Rusak) 
|strength2=[[:en:HMS Scourge (G01)|Hr. Ms. Evertsen]]{{br}}[[:en:HMS Scorpion (G72)|Hr. Ms. Kortenaer]]{{br}}[[:nl:Hr. Ms. Utrecht|Hr. Ms. Utrecht]]{{br}}<small>didukung [[:en:P-2 Neptune|P-2 Neptune]] dan jenis [[:en:Fairey Firefly|Fairey Firefly]]<small>
|casualties1=[[Yos Sudarso|Komodor Yos Sudarso]]{{br}}Kapten Wiratno <small>(Kapten kapal RI Matjan Tutul)</small>{{br}}[[Memet Sastrawiria|Kapten Memet Sastrawiria]] <small>(Ajudan Komodor Yos Sudarso)</small>{{br}}Kapten Tjiptadi{{br}}<small>21 orang tenggelam</small>{{br}}<small>53 orang ditahan Belanda</small>{{br}}<small>Total 39 orang tewas<small>
|casualties2=-
}}"
